xDom,yDom,class
2.8347246738485627,3.1126626606871683,C
2.5752012482526414,3.9001701580108468,A
7.193393710125639,4.080691843051575,C
7.653972046578209,3.7134051468531046,C
7.401335704731616,3.780429144562517,C
5.6021619771253715,8.099157581391571,B
3.2621541063434423,2.8865314636064063,A
2.7187587284658354,4.132148897718963,A
7.7346009586193825,4.0591084163954445,A
7.9506204060951005,3.728661370511417,C
4.9286348705256415,7.872651086075858,B
6.885776013977095,3.9424596345585416,A
2.9497987613175933,2.0,B
4.944112342440257,8.402772573444121,B
2.6916527791960227,3.5403117244901834,B
2.8264364259139096,3.6341133170093296,C
7.792361008663862,4.372023411802342,B
5.357972989268712,7.55777589413243,B
4.163786479732848,6.909299015111606,B
4.8276377562139965,8.284649762064682,B
7.4091070598754865,3.7991718596789257,C
1.6314281731447149,3.0301938070089234,B
5.124585631115967,7.177249151090282,B
2.5385684360040504,3.44728580652376,B
7.1970306910532225,3.2631072766751896,C
7.242214133764301,3.8238406901914823,C
7.8142754887969215,3.610030223826265,C
4.468393890706898,7.145123227059472,A
7.808028526314293,3.9174786276247615,C
7.6107184084663295,3.4735695530700785,A
7.040430532091321,2.560172630644317,A
2.401854371381891,2.92298041436072,A
2.747841155598268,3.536879617837047,B
7.666183766596668,4.024553048194846,C
8.330852076661078,3.4377914172030843,C
5.461631428601051,8.227570395839809,C
8.09029349436965,3.4973019977907023,A
2.9952382152893047,4.252771922883735,B
5.638875329481229,7.445244135176583,B
5.208589750449764,7.464207429432883,A
6.700537969962602,3.4738614461006176,C
5.911722031863433,7.596238576526387,C
2.6335870664001297,3.4028175650055794,A
7.694469683265878,3.467486305081881,A
4.89334428468153,7.350340261543236,A
3.2783544615874955,3.3026571370767206,B
2.7063623076907786,2.888249115233425,C
4.3766380744657924,7.7702885069227134,C
7.503776749112361,3.6727687216135734,B
5.221791049659981,7.849433681571869,B
7.8591453153554225,3.159183592298202,B
7.923600859733289,3.393675979365197,C
7.5506283667538,3.2498188812875077,C
3.195132940509792,3.8615631721581827,B
2.3046253682918216,3.97923674355823,C
3.310950361178232,3.487063925884967,B
8.451036512892088,3.70758159754844,A
5.538938605759606,7.823431788958445,B
6.9433368875348975,3.7998369332318447,B
2.5442960818542337,2.516024021461078,A
2.648163215232452,2.7430023663104706,B
7.865573953274133,3.856700271885333,C
7.138749911814855,3.5051634358805965,B
5.292334728368419,7.5796853754344236,C
3.3383119589964267,3.211350154846968,A
6.645645067292408,3.287432799841308,B
5.099057995632955,8.110537847808443,B
6.9863372581827905,3.5258140654895693,A
8.412386998856581,3.684258465354496,C
7.901127404791953,2.8581239403762977,C
7.512698210687656,3.9032750184780167,B
2.1782241453053945,2.6652025717733143,A
7.494327822748384,3.420584602683581,C
3.0419472438877166,4.056619516330039,B
4.519579490716582,7.894468867860553,A
2.2298868177112423,4.280625877933876,B
7.701875102450822,3.2967923257281537,A
6.837974827808151,3.821217508886087,C
7.412808377983133,2.5415646923713315,C
8.373637769426708,4.3777961152159115,C
1.1496188670766578,3.9341554686818494,C
5.624799397384616,6.543123637242499,A
5.144264337795066,7.123336934642228,B
2.5028838462502496,3.3276611688283566,A
4.612373525490646,7.636375320578022,C
7.118347465217471,4.069827549874686,B
1.9250587623977864,3.6987283508161513,A
2.8921424889252463,3.4179680527364296,C
7.975250574633828,3.9315879948981856,C
7.446030358653058,3.5451058685809604,C
4.949676486762039,6.363896883789437,C
7.0518736115387854,3.0855663375419478,C
7.505060231044069,4.754341431273043,B
2.139254506601528,2.9414861373098287,A
2.0219244056733428,3.5957555996326147,A
2.61685668592627,2.7276744996258455,A
2.8226370662265072,4.026417787059757,B
1.9886292572035904,3.4446052803576266,B
5.341939581740267,7.909973514001431,A
7.804186272803372,3.4880180204372406,A
7.277457771159709,4.242552392105862,B
3.1532544564422587,3.2976314053963725,A
3.0881517980584245,2.7853079202259745,B
4.747965670426397,6.813328271235695,A
2.059003558233702,4.0592366456496425,B
3.0012048560187194,3.2395830858428605,A
4.748279726500735,6.934143597212074,A
4.456514201796269,7.0182367277642825,C
5.346729783335365,7.390748620173763,C
3.9318782095731764,2.846116075156184,A
2.238535999370161,2.7762837030517984,C
2.4633972096267094,3.3609028029674315,A
7.809781925696192,3.796514827396075,C
5.475033937938459,7.898680830424922,C
2.4818410589895685,3.3988201635923043,B
8.230047388731826,3.843060610691365,B
4.577216664588325,9.0,C
2.8281517602110062,3.2409931654838915,A
5.09070288629112,7.178313273769112,C
2.781184677364132,3.2488264563893643,A
7.712227508477534,2.778041218114471,C
3.226620782327407,3.8009793899602,A
7.201919151748916,3.1036697793553736,C
7.887740625300688,4.446331828505229,B
5.705580283914387,8.281388175873552,B
7.161786184685119,3.3781115975469573,C
2.6138036856824294,2.0,C
7.5337902555620575,3.5887287365753324,C
5.574565327026161,6.96442794832314,B
5.563275464712657,7.194477136211424,C
7.698598479000827,4.070124792825278,A
8.181223556028137,3.6535857165658463,C
1.3514457719459747,3.2135116010981934,C
2.9696042709120265,2.440759473607287,B
7.603568440938072,3.4651109571771337,C
6.275350845447003,8.319481211103946,C
5.831320796968856,6.878346292039239,B
8.024516611783689,3.93937244590816,C
4.697691256783788,7.717826809352051,C
2.1931173740759347,3.245199013345117,A
2.7983282231003574,3.250154943316995,A
7.516213283285223,3.6077018344930254,C
1.7290721338493702,3.4602477490546177,B
2.3739966938783086,3.3017670239348424,C
5.492238344473537,7.449023441564622,A
4.756220048094884,7.411316212606997,B
4.468208029980012,7.607139797130129,B
6.810994532246816,3.8256822044262777,C
5.284365773614367,7.277431560507344,B
5.335504643638453,8.01996416496079,B
3.3811311117690237,2.577067313198316,B
4.894739541806914,7.2920022477520465,C
5.187167511859432,7.383765582609619,A
7.4660723038939345,3.537067775659294,C
2.2986012849203576,3.149444523987209,A
2.8878180087042282,3.895402901778178,A
5.751672521550628,7.80162950158887,B
2.9646790449305214,2.584705743011999,A
2.7082056341008136,3.1311107748458906,C
3.7743807971622414,2.910712316171834,A
7.604077257869773,3.7439630626800193,C
7.563833579647674,2.8338287463909118,A
7.208517422724963,2.8084490321057287,C
2.701352131686856,4.112639673150643,B
4.6647572813849765,7.072371001705063,B
7.569023532335754,3.503544519746243,A
4.77313860167268,6.649888412180773,B
3.2849961908303453,4.242328695368491,B
2.5295305989006835,3.246408636762581,B
4.46436652523909,7.689883158551062,C
5.930218222455652,7.255475477367063,B
6.597307197160201,4.476796278363034,B
1.7479570616650768,3.7382833257431223,B
2.941805000457899,4.071073705239339,B
4.726751974397098,8.208099073652813,B
6.686750625237504,4.2385626621843695,A
7.135934378051897,3.237896203834373,B
3.349386047757445,2.8215308290410075,A
5.168408137495849,7.6433871172969345,A
7.275453219716054,3.102870331366325,C
7.1872180675443795,3.426651429716838,B
4.045307109270668,7.815776712275317,C
5.235817098611946,8.29051861122777,A
4.997778599384882,7.9260256754930705,B
4.460690878283005,7.705542635209408,B
2.43058898699932,3.4257134487283682,A
2.967222506224047,3.8924259452817482,C
8.112212796219495,3.7952142738323777,B
2.0862879340145213,2.8161814475514158,B
7.232195653993783,3.785746662239392,C
2.51017136602638,3.905865600604789,B
8.265116858676517,3.848529924000552,C
7.147911282861687,3.4072575524923185,A
7.359460359417486,3.421369866249853,C
5.096682441700238,6.3163785613871655,C
7.895360754498287,3.3455177782540515,A
2.9090898250073955,4.380298008466053,B
6.359728095025242,3.2129755010653835,B
3.3192748697697168,3.9884857444241617,B
5.643122735924412,6.942719415033512,A
7.767782469503876,2.4959873043150362,B
5.348471125037203,7.876339466970931,B
7.267390417345023,3.5476271880412886,C
2.3494575636800885,3.4254204987606034,A
4.917069079802199,6.9702169580465325,C
5.7566719591747,6.983341321565473,C
4.7783410465329785,7.377033463612603,C
2.073582746902223,3.733358308062625,B
3.0053791471736626,3.948393897084685,C
2.426941449935334,3.327556382106589,C
6.7367962051412364,3.439540253149584,A
7.309470445509907,3.834114619821912,C
7.450528688755106,3.765792784554207,C
2.2357823905158867,3.272769612807485,A
2.697279520026117,3.66976579957344,A
2.8920811556063937,2.750590763275865,A
4.2688138430160185,7.689424128391223,A
8.165577168484159,2.7475998713449115,B
2.9389876055596265,3.4641086248161983,A
5.170557585379439,7.890077309981603,A
7.6629009376177315,3.7193878955026127,A
3.19676691149032,3.239662613967377,B
3.551973035761177,2.98700394803914,A
3.5,7.802882461731009,A
2.3768111701108623,3.60821192137128,A
7.458887642952558,3.796215551458536,C
8.26423475492101,3.5690932305234333,C
5.145446304582647,6.962555059030353,A
5.347507369814041,8.031299436154281,B
8.115913112306275,4.208181900108734,C
7.038728045688161,4.093031634580123,A
3.1379643293401864,2.930390094459073,A
2.9256131716284184,3.5360078340806718,B
8.087754246879975,2.6332107975468597,C
2.0770299699939057,4.030222146665187,A
7.70837164432417,4.203621560170435,A
8.466246303291754,3.2266651437113283,C
2.5294541034574314,2.9349067642724846,B
2.9532700004542383,3.4142672679984614,A
5.542429223676062,6.691841396421824,A
2.5816070469557397,4.744909134892486,C
7.4792652581290975,3.4526352934903546,C
7.620734670556249,3.6562128818354047,A
7.296152636038176,2.9808924457265977,A
3.397610143399576,3.924293371427815,B
2.165927180188121,3.8122937531458025,C
5.3037034165168135,6.0,A
7.313419378717853,3.8943043564315625,A
5.092072686273658,8.141980780580223,A
2.672266449472652,4.243247301755642,A
2.6313482668443315,3.542554717908589,A
3.0148275903516715,3.4854015704877908,B
7.968033052647008,4.41673512045333,C
4.255995082239971,7.132705606437863,C
5.38839330989546,6.939234284006673,B
5.621286020355233,8.853436871131812,B
4.836634374576193,7.875088281325801,B
4.915784159875092,7.760271078498514,B
7.413587515027384,3.009049142407316,A
8.11493784949738,3.6841519338434976,C
4.749784210521023,7.6344474892915475,B
2.2942748166084304,2.6488449209880325,A
5.107285030965008,8.204069782021062,A
7.423735688791275,3.7391166326436815,C
8.373770136721356,3.9791600407476633,B
3.8839808550711887,6.420135508646455,A
4.476690997211913,7.470177363925309,B
4.839816130373278,6.4145668043222885,A
7.343376785448034,3.4938307524163865,C
8.02825454032331,3.707694084885564,C
4.727804964217227,6.704835863981893,B
8.146321718779856,3.7174114265106946,C
5.001003035831929,7.567885975772164,B
3.2621117454059685,2.9512383662788566,B
2.95250311491694,3.4783242173313864,A
7.014177891327689,3.3906457853463143,A
4.2681804044422345,7.174866772128094,A
1.5261356483923998,4.103179884367645,A
4.493339230118803,6.941682672187135,A
5.081667683383662,7.425115320497233,B
4.664785836450452,7.903675682027992,C
2.9729908635168902,4.407485969513057,B
2.9578022393298027,2.5253935073717546,A
2.2523966173852608,3.536664194270165,A
7.122917650414743,4.110462389824844,A
8.0626551145225,3.666265686363872,A
2.811380136531357,3.3464439815833087,A
4.986720246012896,6.858017751453258,B
4.710701577183729,7.589544240637381,C
5.100151922239419,7.962509469715237,B
3.1563209343180696,3.7594153107214927,A
8.52961436270253,3.8460169601621983,A
2.6675932230522097,4.295893133525203,C
3.3202002231918013,3.689718161430514,A
7.728291327636717,4.20649573781092,C
2.6161638483765506,3.7354438634656537,A
8.254605022552997,3.0647479686999928,A
4.536373697001455,7.530269813802782,A
5.080098446201204,7.553593007426842,B
4.853705914400695,7.042726989779212,B
7.7305078474315305,3.5209739840760657,A
4.871282311318397,8.670605189259955,A
3.316025831625656,3.1626435969804363,B
2.9482154611964684,3.943884274705704,A
2.8178332539583706,2.698391814233256,A
5.377181956345434,6.444776413752019,A
6.5,7.506235197103723,B
1.909620136016411,3.1357227915239716,A
5.201360105224087,7.247131074882853,C
5.775654674126903,7.675342582981307,A
2.8070781549982597,2.581356975277905,A
5.178481844776926,7.352323740486335,B
5.801308092765098,7.02987081020809,A
5.189610958160512,7.611890115203288,B
7.695332595493863,3.765409845219033,B
3.0232634874817257,4.037688583322462,C
2.7628583864806275,4.173261856181075,A
1.8929160457855536,4.639515834976908,A
6.660849599768403,3.7107011679559134,A
8.524755155490357,3.9745372119569664,A
2.0897260453810755,3.6854991502430536,B
8.279234291118653,3.471247630189386,C
7.545963573604838,3.508105154074052,C
2.46237839274729,3.369325382945277,B
2.428154975410597,3.0608285640805803,A
2.8404671315528334,2.7854985677901194,A
5.323460920554998,7.203589629628652,B
1.6906268460856388,2.918600510631321,B
8.158045556346176,4.210637569112259,C
4.957792329830012,7.859958083350548,C
7.612259514977786,3.411695750351569,C
2.510208639010322,3.218678430693541,B
8.178236641179716,2.9547957769013835,C
2.2331961819944035,3.0584467817571896,C
4.5932479960963635,7.519481456663332,C
2.4419501876290446,2.7442059071409477,A
4.672143813307162,7.528081512142276,C
2.882678499046287,2.266381315648192,A
7.397655330277838,2.9694091471319872,C
4.905696365460362,7.842803560459457,B
7.529002939838742,3.718161004792561,C
7.142709201586144,3.6540977277078865,C
2.9093496130186507,4.3432685114507885,C
7.6894764398020365,3.791696496380272,C
4.621765092815416,7.556323719236334,B
4.6835092538241785,6.870957570254227,C
6.615844003334793,4.745703300847064,A
7.727568455375503,4.216878318792351,C
5.4116867739665055,7.112836744823882,B
2.5873802448539807,4.2873474856127975,C
5.897232647781843,8.361738429558756,B
5.701661839304832,7.897715853007256,B
1.967137477724788,4.115430248532757,B
8.438084729171313,3.0434831335121464,B
7.480693148148762,3.74767963895889,C
7.530465137604152,3.5428069682742174,C
2.7794822129895294,2.7898288479400684,B
5.860756062987857,6.802771589126768,C
7.9741110585577895,3.958223903663063,C
2.196755121836774,3.0332072562760963,C
8.266742116634372,3.1409601292721434,C
5.484373559083815,7.594198987228782,B
2.4249674630677815,3.2566012194180485,C
2.0027067050790555,3.883042526894414,B
7.592905984465999,4.17165523849463,B
7.472357673281344,3.871707370654328,C
5.196751148385403,7.335849463923553,C
8.462063675205245,3.780283706554465,C
7.748962440519296,4.2309162456635745,C
5.403786332203183,8.266081351639794,B
1.9745803973342129,2.9546128456104865,A
7.0525800413682544,3.9154817511681874,B
2.8672258540548023,3.622965420470696,C
7.251055805060567,3.772108384084693,A
2.4740278378986518,3.2876653165594085,C
8.1101633201082,3.5628592255638663,C
2.640250509785949,4.523367815146049,C
7.791081765472433,3.0698731866192968,A
2.2338941402535917,2.839364133645229,A
5.723736617874676,6.91048594795525,B
5.623366480066603,7.891755884574772,B
2.0771041172931053,3.836367510962977,A
5.551038808245064,6.992830380641255,B
8.380331920773683,3.649377997865092,C
2.5762549761196216,3.3189181292650436,B
2.5493348393498945,3.536091028224916,C
7.452880409060729,3.885641072738143,C
5.531700934568554,7.6716129684686125,A
5.022282354815879,7.110501060897867,B
3.101190448555996,3.707492096429318,B
8.045135129363867,3.6335867890493865,C
2.494536674821203,3.5129569045661317,B
7.939286838830022,3.191551867792488,C
8.176839625103224,3.5306345378530315,B
5.383188514655149,8.488836229575178,C
5.035599941327508,8.022223825527115,B
2.4701882920075704,3.7625939237566297,C
7.434273471542298,4.678905984555605,B
7.735314644402419,3.623570178274622,A
7.581962958383797,3.5706674983421336,A
7.435206625140069,2.9663715149317635,A
2.4666600116963484,3.2398570525381065,B
7.503622428186475,4.329327991611912,C
7.3876778146955235,4.742746296466223,C
4.656556150388608,7.606626948750732,A
5.245652148032714,7.720945222822273,B
8.020984498639846,3.2334068117690413,C
4.714872968783211,7.912747510845335,C
3.1714149930994195,2.214313127432219,B
5.223938612104726,7.803535135996702,C
4.9052684551551415,7.3892241170501025,B
4.718050961752441,6.873746199508433,C
3.0181887124454594,3.3718073558902257,A
2.7435025161095097,2.907516525012331,B
3.1964413407875147,2.9863201454910997,A
2.6823400942580022,3.079241096385705,A
6.795354661947073,3.4975370938319013,B
5.1792211083284965,8.489900388097197,B
5.535944316141754,7.664324077264945,A
7.0256714097065425,3.82646091135425,C
7.0311375784706875,4.3213591884818845,C
5.4928965236745295,7.117003053686327,C
7.614847008782295,3.5622569372624047,A
7.359566779694598,3.1851662318850016,C
7.438477433478822,2.8833830077510227,C
5.349448676246269,7.451488408946912,B
7.405613450250898,3.5861689539007315,C
3.7718370153621854,7.735921985528719,A
2.428859626316912,3.2633562499964026,C
7.843774585057481,3.4739407478836113,A
4.425395591066419,6.502797261677947,B
5.529433987666866,8.1610162265671,B
5.867684966726108,7.915719821063916,B
2.0674278189182367,3.6635639414172863,A
2.732201500988105,3.993366518298071,C
7.5654491421518815,3.223060050196864,B
6.6671791682979595,2.728832794709053,B
7.666059016734824,3.371241781357754,C
2.2837037148671024,5.0,C
7.816449035186229,4.12058729900531,A
4.152598873585841,8.403879015262277,B
6.805533450645942,2.562928207222571,C
5.871133649509073,6.7675051819708045,A
2.7731786872057147,3.2532093343101742,C
3.081227604424741,3.7099679126471816,B
2.9529682397003234,3.8679090661434823,A
2.43150387074394,3.374054621410343,A
4.6997203356570045,7.013092734518918,B
2.291850545245662,3.405797587584755,C
1.2591569360730697,3.3315752189453263,A
7.987819591432824,3.8244588225837433,B
5.154917263001907,7.417535355408813,B
2.3080582672316474,3.890258166208689,B
8.047598811457972,3.872437802855994,C
7.174407769743029,4.093884776542213,B
7.757354563617277,3.9565116304428463,C
7.090980317124106,3.4377203334647115,C
2.647367328526117,3.304745357676892,C
8.610069182317853,3.9936200151957566,A
2.5051647358127878,4.195756949000007,C
4.9960597108775415,6.9960116089927675,C
3.8759037948898025,6.677871634774505,A
4.849951019547918,6.795747438553621,B
2.859352038718823,3.6130646898087586,B
5.648426349036871,6.596409217876518,B
3.221452534333319,2.9731287920914067,B
7.369902801535977,3.9831975752477833,C
4.898386210342285,8.020758465938584,B
7.237833541146009,2.68782057288316,C
5.338552994587413,8.477671364349947,A
1.914682544987253,3.4388149712226723,A
4.404572361257007,6.997108778892869,A
5.764190465780383,6.61032337860421,A
3.5228040476682336,2.54397165915179,A
4.326013641424129,7.679421483579053,C
2.7116278588256995,3.0838990478814465,A
5.204612917182281,7.270537838168838,A
4.793002607682993,7.126370776887883,B
5.598023178476838,7.467793155993964,B
7.863483671795786,3.2855097501031696,C
4.105469826598192,7.0607565283563805,B
5.198554737784458,7.744884131475358,A
5.123591133589958,8.053907642806049,C
4.637968732323802,7.737313373259403,B
8.012329752677678,3.7594400283383855,C
5.169695990638778,7.07490364334414,A
2.7127517680026707,2.6739243856249475,B
3.6399583714252235,3.965442900338726,A
2.983596503417536,3.3481608335425874,B
4.821917438682561,7.051051651842381,B
6.931274601106686,3.5938199276710194,B
2.3691547653306086,4.042888954126047,B
6.902788460501509,3.6348617945351904,C
3.959099075802116,6.090055173103733,C
5.130095031132571,7.7093574754322605,C
5.428269647548146,7.463291074954539,A
4.463435167799296,8.491395982098549,B
3.002692390371108,4.013484963613982,A
7.1330639225769366,3.7703963943015997,B
5.058997430008598,8.046845663939052,B
6.096329382083946,7.137875667259071,C
4.517109727651962,8.076159008830565,C
2.5066665352446797,3.861195939306463,B
4.4787790320463685,7.346066384229134,B
3.1904313260445867,3.4033503709811104,B
7.337768070298816,3.7554363101567096,A
2.896506516104972,3.7101701710586963,A
7.927042825222102,2.8253907546446007,C
5.246466039926679,7.472233082656777,B
2.4664902748890665,3.323926007298456,C
7.082836157479483,3.7434148785260404,A
5.09834128898685,8.127096768506961,C
1.3210695616280916,2.9282854546280936,A
5.262048527605035,7.266159299049227,B
1.7177283840625197,3.354080580863703,B
4.553947144317094,7.323992330245919,A
4.9121785402549945,6.853903717561868,B
7.23601965263661,3.6700800607289046,A
2.1567121913989507,4.319064884588403,A
2.2643323204234562,3.6012032646284218,A
4.9758813640784245,7.456411810969588,B
4.677933116695352,7.345596483377646,B
2.482198529083456,3.3206298103124046,A
2.9546702872643733,3.1879081966741634,A
5.400749546387375,8.195950853679491,B
6.064287793492055,7.313000952658426,A
2.819006237385424,2.479030116037107,A
1.360739455518282,3.1943500351053267,A
2.6410805755362685,2.9838198932358275,A
5.939637310953658,7.179664706163694,B
2.5178179282517026,4.147750557637703,A
2.3078787499369238,4.513238637246575,A
7.528374888502558,3.630697624221008,A
5.292940527876429,8.591308025617629,B
2.5836322745213414,3.5220909372520075,A
7.759922135096838,3.607329305775687,C
7.012474265737435,3.7211729274480088,C
7.448972110245656,3.4150044428976827,B
6.767534018277726,4.2675572524190715,B
7.4897400346667755,3.3839523484950296,B
8.034602242799567,4.142066530742284,B
4.4951469273555285,7.7007284731517345,B
4.669009572868363,8.121168403875634,C
7.1608073214156125,3.6232729832358697,C
5.117997371994455,7.509896277239318,C
4.806071688577966,7.165531910330858,B
2.4627705996971905,3.368734684388246,A
7.276733617826034,3.4601000047715367,B
2.6625904425285185,3.390881120619793,C
5.541610069741006,7.55096528354365,C
6.89525713912921,3.6836132394026575,A
1.8996790642688752,3.4722766457312053,A
3.2293569149282177,3.8326148293711833,C
5.446410910079926,6.720810828950553,C
6.576139534211963,4.163852039442472,C
2.6769941879718724,4.911223984435789,C
8.182416244328794,3.030007766844293,A
4.154188070314371,7.059213124970932,B
2.313739997544268,3.9565383626595847,A
4.463710145454346,7.982564152662432,A
7.230233402848487,3.9032589069605583,C
5.379006190601417,7.519879999333212,B
7.603886319460781,3.86976116327438,C
2.8741786122142727,3.4516212729116647,A
6.244359294005803,3.1046966771301454,B
2.6261464030452513,3.5142922356506783,A
7.179013903697988,3.710188745211438,B
7.158369483446551,3.353755077628201,C
3.8380164071594662,6.539003328336895,A
5.117669732626865,7.48345707093163,A
6.0,4.458743271784321,B
7.7968362352476275,3.74974030925849,C
4.560342924532099,6.59959835965889,C
4.624160423017344,8.437189269601179,B
2.3840968750157145,3.657801412275991,B
7.633948579421836,4.042428104656087,B
6.109148877256553,7.991686054228758,A
6.576311185534466,3.752134400207712,A
3.4038023295737796,3.8233468455393687,A
2.6875593301664207,4.1737061294729285,A
4.883193540240807,7.320178001275631,B
4.502832143823906,7.110069554213202,C
6.843094264139865,3.4543562547616125,C
5.177853448913395,7.895290306070006,B
2.5591885439952016,4.054076637542478,B
2.614557559382962,2.707933361930361,C
8.143658037034644,3.4950329097988178,A
8.060128956894497,3.5080749801995346,B
7.242193890213167,3.2760172126468188,B
4.590690517621468,7.498121598225925,B
4.833417782176296,7.0938901909806535,A
3.1599435653218704,2.926961791923828,B
6.738136147976344,3.985418774518151,A
7.1532993555816535,3.595515361427233,C
2.282752899912912,2.8799109488707297,B
5.62711109651638,7.743391677382146,B
2.567280804607964,4.2485474185391805,A
2.6962685927678103,3.4848316684147074,A
4.497292213198596,8.554467259038532,C
2.51091849069178,3.7079131196585204,A
2.144458447705833,3.690253601045733,A
8.123106820248328,3.072603059788726,B
4.6694176891408565,6.358411677828518,B
2.3012354829827086,4.141555710764858,B
6.305022902755302,3.5165729016322786,C
3.3292438092551784,2.5944275095134732,A
7.1856214393924285,3.3962195453478548,B
2.227370323575321,2.436496529076032,A
7.337862628902721,3.2444803724148783,C
1.1145629566950652,3.4310439432695086,C
7.52657634179563,2.7714833685520657,C
2.9107190224079287,2.555534503389826,A
4.314074045222209,7.246504667654633,C
7.238419571257312,4.060667257069558,C
7.321244640886668,3.8240509741162096,A
2.3822847263530638,3.4679963558303935,B
7.181298492454183,3.532277513859807,A
2.6855586868262784,2.9768069579658896,A
1.943002127404736,3.7001191569280834,A
5.17748374145676,8.069375032668809,C
5.532794980743989,7.490762394170886,B
8.759827378859594,3.2010784734722484,C
2.7538417366658847,3.0230486782357993,A
4.914212461978026,7.439188777371353,B
5.915972817006438,8.35278572262051,B
2.771652299062967,3.869736699352422,B
4.824692370517178,7.343450234256796,B
3.0956960017929216,3.9883757536250095,A
7.0043825310879955,3.208722064251295,B
7.168754477169258,4.039850037628336,C
2.693414198920017,3.3224842722383467,A
2.6575309622191687,3.5522905941944067,B
3.388286096615805,3.3108833736839105,A
4.502421851517259,6.796383709837059,B
2.9817426470703032,3.996759099269737,A
8.021750773098812,3.7005932433068978,C
3.384947212448994,4.055272065816498,C
4.89202310260891,7.796354539271747,B
2.818960836326837,3.2866196594765578,A
4.528958912105875,7.627447980104103,C
6.848076041543714,3.807066045816233,C
2.508228707120932,3.1987841686564087,B
5.58627051350487,6.750813985118184,A
8.123368561153647,3.1309020998560086,A
2.1396193945990225,3.0708805029648234,B
5.522048883108348,7.833741801107522,B
2.3267103795421193,3.647445865583335,B
2.4194345596932894,3.2910981164550965,C
8.054549882184157,3.3487191644293324,A
2.264691098329344,3.844274315119284,B
4.6269492895482935,6.986760069477768,A
